Annee;Mois;Date;Gare;Nature;Type
2013;12;2013-12;Paris Gare du Nord;Article de papéterie, stylo, classeur;Livres, articles de papéterie
2013;12;2013-12;Paris Gare du Nord;Autre argent (préciser);Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Gare du Nord;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Gare du Nord;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;12;2013-12;Paris Est;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Gare du Nord;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Est;Carte d'abonnement;Pièces d'identités et papiers personnels
2013;12;2013-12;Strasbourg;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Est;Foulard, écharpe;Vêtements, chaussures
2013;12;2013-12;Saintes;Autres appareils et accessoires électroniques (préciser);Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Est;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Est;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Strasbourg;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Gare du Nord;Sacoche ventrale, banane;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Gare du Nord;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;12;2013-12;Lille Europe;Billets SNCF;Pièces d'identités et papiers personnels
2013;12;2013-12;Lille Europe;Billets SNCF;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Montparnasse;Article de papéterie, stylo, classeur;Livres, articles de papéterie
2013;12;2013-12;Paris Montparnasse;Foulard, écharpe;Vêtements, chaussures
2013;12;2013-12;Strasbourg;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Montparnasse;Article de papéterie, stylo, classeur;Livres, articles de papéterie
2013;12;2013-12;Strasbourg;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Strasbourg;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Lyon Part Dieu;Sac à dos;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Gare du Nord;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Gare du Nord;Sac à main;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Lille Europe;Sacoche ventrale, banane;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Marseille Saint-Charles;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Montparnasse;Foulard, écharpe;Vêtements, chaussures
2013;12;2013-12;Paris Montparnasse;Gants;Vêtements, chaussures
2013;12;2013-12;Lille Europe;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Montparnasse;Autres articles de papeterie (préciser);Livres, articles de papéterie
2013;12;2013-12;Strasbourg;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Montparnasse;Bonnet, chapeau;Vêtements, chaussures
2013;12;2013-12;Paris Gare du Nord;Parapluie télescopique, parapluie de poche;Parapluies
2013;12;2013-12;Paris Gare du Nord;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Strasbourg;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Gare du Nord;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Est;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Est;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Saint-Lazare;Bonnet, chapeau;Vêtements, chaussures
2013;12;2013-12;Paris Est;Foulard, écharpe;Vêtements, chaussures
2013;12;2013-12;Paris Est;Foulard, écharpe;Vêtements, chaussures
2013;12;2013-12;Paris Saint-Lazare;Lunettes;Optique
2013;12;2013-12;Besan?on Viotte;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;12;2013-12;Paris Montparnasse;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Est;Appareil photo, caméscope/caméras et accessoires;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Est;Billets SNCF;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Est;Carte d'abonnement;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Saint-Lazare;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Lyon Perrache;Autres vêtements (préciser);Vêtements, chaussures
2013;12;2013-12;Paris Saint-Lazare;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Lyon Perrache;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;12;2013-12;Paris Saint-Lazare;Livre numérique;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Saint-Lazare;Autres appareils et accessoires électroniques (préciser);Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Saint-Lazare;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Saint-Lazare;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Saint-Lazare;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;12;2013-12;Lyon Perrache;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Saint-Lazare;Gants;Vêtements, chaussures
2013;12;2013-12;Paris Austerlitz;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;12;2013-12;Paris Montparnasse;Carte Vitale;Pièces d'identités et papiers personnels
2013;12;2013-12;Paris Est;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;12;2013-12;Paris Saint-Lazare;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;12;2013-12;Paris Austerlitz;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;6;2013-06;Strasbourg;Pull over, gilet;Vêtements, chaussures
2013;6;2013-06;Paris Est;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;6;2013-06;Paris Saint-Lazare;Lunettes en étui;Optique
2013;6;2013-06;Paris Est;Carte Vitale;Pièces d'identités et papiers personnels
2013;6;2013-06;Paris Est;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;6;2013-06;Strasbourg;Autre optique (préciser);Optique
2013;6;2013-06;Strasbourg;Autres divers (préciser);Divers
2013;6;2013-06;Strasbourg;Gants;Vêtements, chaussures
2013;6;2013-06;Strasbourg;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;6;2013-06;Strasbourg;Gants;Vêtements, chaussures
2013;6;2013-06;Strasbourg;Attaché-case, serviette;Bagagerie: sacs, valises, cartables
2013;6;2013-06;Strasbourg;Sac à main;Bagagerie: sacs, valises, cartables
2013;6;2013-06;Paris Saint-Lazare;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;6;2013-06;Strasbourg;Bonnet, chapeau;Vêtements, chaussures
2013;6;2013-06;Saint-?tienne Ch?teaucreux;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;6;2013-06;Paris Saint-Lazare;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;6;2013-06;Nancy;Attaché-case, serviette;Bagagerie: sacs, valises, cartables
2013;6;2013-06;Strasbourg;Béquilles;Articles médicaux
2013;6;2013-06;Paris Saint-Lazare;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;6;2013-06;Strasbourg;Article de papéterie, stylo, classeur;Livres, articles de papéterie
2013;6;2013-06;Paris Est;Autres articles de papeterie (préciser);Livres, articles de papéterie
2013;6;2013-06;Paris Est;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;6;2013-06;Paris Est;Foulard, écharpe;Vêtements, chaussures
2013;6;2013-06;Paris Est;Carte d'abonnement;Pièces d'identités et papiers personnels
2013;6;2013-06;Paris Est;Sacoche pour ordinateur, photo, vidéo;Bagagerie: sacs, valises, cartables
2013;6;2013-06;Paris Est;Radiographie;Articles médicaux
2013;6;2013-06;Paris Est;Lunettes en étui;Optique
2013;6;2013-06;Saint-?tienne Ch?teaucreux;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;6;2013-06;Saint-?tienne Ch?teaucreux;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;6;2013-06;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;6;2013-06;Paris Saint-Lazare;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;6;2013-06;Paris Saint-Lazare;Pull over, gilet;Vêtements, chaussures
2013;6;2013-06;Paris Saint-Lazare;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;6;2013-06;Paris Saint-Lazare;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;6;2013-06;Nancy;Skateboard;Articles de sport, loisirs, camping
2013;6;2013-06;Strasbourg;Parapluie-canne, parapluie à bandoulière;Parapluies
2013;6;2013-06;Strasbourg;Pull over, gilet;Vêtements, chaussures
2013;6;2013-06;Paris Est;Autres divers (préciser);Divers
2013;6;2013-06;Paris Est;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;6;2013-06;Paris Est;Carte Vitale;Pièces d'identités et papiers personnels
2013;6;2013-06;Paris Saint-Lazare;Autre livre;Livres, articles de papéterie
2013;6;2013-06;Strasbourg;Cartable, trousse d'écolier, dossier scolaire;Articles d'enfants, de puériculture
2013;6;2013-06;Paris Saint-Lazare;Sac à dos;Bagagerie: sacs, valises, cartables
2013;6;2013-06;Paris Est;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;6;2013-06;Paris Saint-Lazare;Parapluie télescopique, parapluie de poche;Parapluies
2013;6;2013-06;Nancy;Autres vêtements (préciser);Vêtements, chaussures
2013;6;2013-06;Nancy;Lunettes en étui;Optique
2013;6;2013-06;Strasbourg;Autres articles médicaux (préciser);Articles médicaux
2013;6;2013-06;Strasbourg;Sacs de couchage, duvet;Articles de sport, loisirs, camping
2013;5;2013-05;Strasbourg;Autres vêtements (préciser);Vêtements, chaussures
2013;5;2013-05;Aéroport Charles de Gaulle 2 TGV;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;5;2013-05;Strasbourg;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;5;2013-05;Strasbourg;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;5;2013-05;Paris Saint-Lazare;Sac à dos;Bagagerie: sacs, valises, cartables
2013;5;2013-05;Paris Saint-Lazare;Attaché-case, serviette;Bagagerie: sacs, valises, cartables
2013;5;2013-05;Paris Saint-Lazare;Sac à main;Bagagerie: sacs, valises, cartables
2013;5;2013-05;Paris Saint-Lazare;Lunettes en étui;Optique
2013;5;2013-05;Strasbourg;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;5;2013-05;Paris Saint-Lazare;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;5;2013-05;Strasbourg;Nécessaire, mallette de toilette, sac de maquillage;Bagagerie: sacs, valises, cartables
2013;5;2013-05;Paris Est;Sac à main;Bagagerie: sacs, valises, cartables
2013;5;2013-05;Paris Est;Lunettes en étui;Optique
2013;5;2013-05;Paris Saint-Lazare;Lunettes;Optique
2013;5;2013-05;Paris Saint-Lazare;Autre argent (préciser);Porte-monnaie / portefeuille, argent, titres
2013;5;2013-05;Paris Saint-Lazare;Autre livre;Livres, articles de papéterie
2013;5;2013-05;Strasbourg;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;5;2013-05;Saint-?tienne Ch?teaucreux;Article de papéterie, stylo, classeur;Livres, articles de papéterie
2013;5;2013-05;Saint-?tienne Ch?teaucreux;Nécessaire, mallette de toilette, sac de maquillage;Bagagerie: sacs, valises, cartables
2013;5;2013-05;Strasbourg;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;5;2013-05;Colmar;Autres vêtements (préciser);Vêtements, chaussures
2013;5;2013-05;Strasbourg;Nécessaire, mallette de toilette, sac de maquillage;Bagagerie: sacs, valises, cartables
2013;5;2013-05;Paris Est;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;5;2013-05;Paris Saint-Lazare;Appareils audio portables (lecteur de CD, baladeur MP3, iPod, etc. );Appareils électroniques, informatiques, appareils photo
2013;5;2013-05;Paris Saint-Lazare;Autres divers (préciser);Divers
2013;5;2013-05;Strasbourg;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;5;2013-05;Saint-?tienne Ch?teaucreux;Etui à lunettes vide;Optique
2013;5;2013-05;Saint-?tienne Ch?teaucreux;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;5;2013-05;Paris Saint-Lazare;Lunettes en étui;Optique
2013;5;2013-05;Paris Saint-Lazare;Autres articles de papeterie (préciser);Livres, articles de papéterie
2013;5;2013-05;Paris Est;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;6;2013-06;Saint-?tienne Ch?teaucreux;Carte d'abonnement;Pièces d'identités et papiers personnels
2013;6;2013-06;Saint-?tienne Ch?teaucreux;Carte d'abonnement;Pièces d'identités et papiers personnels
2013;6;2013-06;Strasbourg;Autres articles de papeterie (préciser);Livres, articles de papéterie
2013;6;2013-06;Strasbourg;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;6;2013-06;Paris Saint-Lazare;Lunettes;Optique
2013;6;2013-06;Paris Saint-Lazare;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;6;2013-06;Paris Est;Autre livre;Livres, articles de papéterie
2013;6;2013-06;Paris Saint-Lazare;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;6;2013-06;Paris Saint-Lazare;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;6;2013-06;Paris Saint-Lazare;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;6;2013-06;Strasbourg;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;6;2013-06;Paris Est;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;6;2013-06;Paris Saint-Lazare;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;6;2013-06;Paris Est;Lunettes en étui;Optique
2013;6;2013-06;Saint-?tienne Ch?teaucreux;Carte d'abonnement;Pièces d'identités et papiers personnels
2013;6;2013-06;Saint-?tienne Ch?teaucreux;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;6;2013-06;Paris Saint-Lazare;Sac à main;Bagagerie: sacs, valises, cartables
2013;6;2013-06;Paris Saint-Lazare;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;6;2013-06;Nancy;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;6;2013-06;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;6;2013-06;Saint-?tienne Ch?teaucreux;Lunettes;Optique
2013;6;2013-06;Saint-?tienne Ch?teaucreux;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;6;2013-06;Strasbourg;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;6;2013-06;Paris Saint-Lazare;Sac à main;Bagagerie: sacs, valises, cartables
2013;6;2013-06;Paris Saint-Lazare;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;6;2013-06;Paris Saint-Lazare;Gants;Vêtements, chaussures
2013;6;2013-06;Paris Saint-Lazare;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;6;2013-06;Paris Est;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;6;2013-06;Paris Saint-Lazare;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;6;2013-06;Paris Est;Sac à main;Bagagerie: sacs, valises, cartables
2013;6;2013-06;Paris Est;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;6;2013-06;Paris Est;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;6;2013-06;Paris Saint-Lazare;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;6;2013-06;Paris Saint-Lazare;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;6;2013-06;Saint-?tienne Ch?teaucreux;Autres vêtements (préciser);Vêtements, chaussures
2013;6;2013-06;Paris Saint-Lazare;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;6;2013-06;Paris Est;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;6;2013-06;Paris Est;Pull over, gilet;Vêtements, chaussures
2013;6;2013-06;Paris Est;Lunettes en étui;Optique
2013;6;2013-06;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;6;2013-06;Paris Est;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;6;2013-06;Paris Est;Sac à main;Bagagerie: sacs, valises, cartables
2013;6;2013-06;Paris Est;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;6;2013-06;Strasbourg;Sac à dos;Bagagerie: sacs, valises, cartables
2013;6;2013-06;Paris Est;Autres divers (préciser);Divers
2013;6;2013-06;Paris Est;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;6;2013-06;Paris Est;Carte d'abonnement;Pièces d'identités et papiers personnels
2013;6;2013-06;Paris Est;Article de papéterie, stylo, classeur;Livres, articles de papéterie
2013;6;2013-06;Strasbourg;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;6;2013-06;Strasbourg;Bonnet, chapeau;Vêtements, chaussures
2013;6;2013-06;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;6;2013-06;Paris Est;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;6;2013-06;Paris Saint-Lazare;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;6;2013-06;Paris Saint-Lazare;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;6;2013-06;Paris Saint-Lazare;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;6;2013-06;Saint-?tienne Ch?teaucreux;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;6;2013-06;Saint-?tienne Ch?teaucreux;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;6;2013-06;Paris Est;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;6;2013-06;Paris Est;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;6;2013-06;Strasbourg;Radiographie;Articles médicaux
2013;6;2013-06;Paris Saint-Lazare;Carte Vitale;Pièces d'identités et papiers personnels
2013;6;2013-06;Paris Est;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;6;2013-06;Paris Saint-Lazare;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;6;2013-06;Paris Saint-Lazare;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;6;2013-06;Paris Saint-Lazare;Autres divers (préciser);Divers
2013;6;2013-06;Strasbourg;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;6;2013-06;Strasbourg;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;6;2013-06;Metz Ville;Parapluie-canne, parapluie à bandoulière;Parapluies
2013;6;2013-06;Paris Saint-Lazare;Autres articles de papeterie (préciser);Livres, articles de papéterie
2013;6;2013-06;Paris Est;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;6;2013-06;Paris Saint-Lazare;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;6;2013-06;Saint-?tienne Ch?teaucreux;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;6;2013-06;Paris Est;Lunettes en étui;Optique
2013;6;2013-06;Paris Est;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;6;2013-06;Paris Est;Lunettes;Optique
2013;6;2013-06;Paris Est;Autre livre;Livres, articles de papéterie
2013;6;2013-06;Paris Est;Autres divers (préciser);Divers
2013;6;2013-06;Strasbourg;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;6;2013-06;Strasbourg;Pull over, gilet;Vêtements, chaussures
2013;6;2013-06;Paris Saint-Lazare;Autres articles de papeterie (préciser);Livres, articles de papéterie
2013;6;2013-06;Paris Saint-Lazare;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;6;2013-06;Paris Saint-Lazare;Lunettes;Optique
2013;6;2013-06;Paris Saint-Lazare;Lunettes;Optique
2013;6;2013-06;Paris Est;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;6;2013-06;Strasbourg;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;6;2013-06;Strasbourg;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;6;2013-06;Strasbourg;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;6;2013-06;Strasbourg;Foulard, écharpe;Vêtements, chaussures
2013;6;2013-06;Paris Est;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;6;2013-06;Strasbourg;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;6;2013-06;Paris Saint-Lazare;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;6;2013-06;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;6;2013-06;Strasbourg;Sacoche pour ordinateur, photo, vidéo;Bagagerie: sacs, valises, cartables
2013;6;2013-06;Strasbourg;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;6;2013-06;Strasbourg;Attaché-case, serviette;Bagagerie: sacs, valises, cartables
2013;7;2013-07;Strasbourg;Sacoche ventrale, banane;Bagagerie: sacs, valises, cartables
2013;7;2013-07;Strasbourg;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;7;2013-07;Strasbourg;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;7;2013-07;Paris Est;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;7;2013-07;Paris Est;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;7;2013-07;Paris Est;Pull over, gilet;Vêtements, chaussures
2013;7;2013-07;Paris Est;Foulard, écharpe;Vêtements, chaussures
2013;7;2013-07;Paris Saint-Lazare;Sac à dos;Bagagerie: sacs, valises, cartables
2013;7;2013-07;Paris Saint-Lazare;Attaché-case, serviette;Bagagerie: sacs, valises, cartables
2013;7;2013-07;Paris Saint-Lazare;Parapluie-canne, parapluie à bandoulière;Parapluies
2013;7;2013-07;Nancy;Bonnet, chapeau;Vêtements, chaussures
2013;7;2013-07;Paris Est;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;7;2013-07;Paris Est;Carte d'abonnement;Pièces d'identités et papiers personnels
2013;7;2013-07;Strasbourg;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;7;2013-07;Colmar;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;7;2013-07;Strasbourg;Attaché-case, serviette;Bagagerie: sacs, valises, cartables
2013;7;2013-07;Metz Ville;Autres vêtements (préciser);Vêtements, chaussures
2013;7;2013-07;Paris Est;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;7;2013-07;Strasbourg;Autres divers (préciser);Divers
2013;7;2013-07;Paris Est;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;7;2013-07;Strasbourg;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;7;2013-07;Paris Est;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;7;2013-07;Paris Est;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;7;2013-07;Saint-?tienne Ch?teaucreux;Carte d'abonnement;Pièces d'identités et papiers personnels
2013;7;2013-07;Saint-?tienne Ch?teaucreux;Billets SNCF;Pièces d'identités et papiers personnels
2013;7;2013-07;Paris Est;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;7;2013-07;Strasbourg;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;7;2013-07;Colmar;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;7;2013-07;Paris Saint-Lazare;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;7;2013-07;Paris Est;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;7;2013-07;Paris Est;Autres divers (préciser);Divers
2013;7;2013-07;Strasbourg;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;7;2013-07;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;7;2013-07;Strasbourg;Autres divers (préciser);Divers
2013;7;2013-07;Paris Saint-Lazare;Autres vêtements (préciser);Vêtements, chaussures
2013;7;2013-07;Paris Est;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;7;2013-07;Paris Est;Carte d'abonnement;Pièces d'identités et papiers personnels
2013;7;2013-07;Strasbourg;Foulard, écharpe;Vêtements, chaussures
2013;7;2013-07;Paris Saint-Lazare;Lunettes en étui;Optique
2013;7;2013-07;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;7;2013-07;Colmar;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;7;2013-07;Strasbourg;Autres divers (préciser);Divers
2013;7;2013-07;Paris Saint-Lazare;Autres divers (préciser);Divers
2013;7;2013-07;Paris Saint-Lazare;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;7;2013-07;Paris Saint-Lazare;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;7;2013-07;Paris Est;Autres vêtements (préciser);Vêtements, chaussures
2013;7;2013-07;Paris Est;Doudou, peluche;Articles d'enfants, de puériculture
2013;7;2013-07;Strasbourg;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;7;2013-07;Paris Est;Bonnet, chapeau;Vêtements, chaussures
2013;7;2013-07;Paris Est;Autres divers (préciser);Divers
2013;7;2013-07;Paris Saint-Lazare;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;7;2013-07;Paris Saint-Lazare;Sac à dos;Bagagerie: sacs, valises, cartables
2013;7;2013-07;Paris Saint-Lazare;Carte d'abonnement;Pièces d'identités et papiers personnels
2013;7;2013-07;Paris Saint-Lazare;Lunettes;Optique
2013;7;2013-07;Paris Saint-Lazare;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;7;2013-07;Paris Saint-Lazare;Sacoche ventrale, banane;Bagagerie: sacs, valises, cartables
2013;7;2013-07;Paris Saint-Lazare;Nécessaire, mallette de toilette, sac de maquillage;Bagagerie: sacs, valises, cartables
2013;7;2013-07;Paris Est;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;7;2013-07;Paris Est;Lunettes;Optique
2013;7;2013-07;Paris Saint-Lazare;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;7;2013-07;Paris Saint-Lazare;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;7;2013-07;Paris Saint-Lazare;Carte Vitale;Pièces d'identités et papiers personnels
